10005,888.0000
10007,812.0000
10009,806.0000
10011,806.0000
10013,810.0000
10015,812.0000
10017,812.0000
10019,810.0000
10021,806.0000
10023,810.0000
10025,810.0000
10027,1246.0000
10029,1082.0000
10031,816.0000
10033,806.0000
10035,810.0000
10037,816.0000
10039,812.0000
10041,812.0000
10043,812.0000
10045,810.0000
10047,810.0000
10049,1236.0000
10051,810.0000
10053,816.0000
10055,812.0000
10057,822.0000
10059,816.0000
10061,810.0000
10063,812.0000
10065,816.0000
10067,812.0000
10069,1236.0000
10071,810.0000
10073,806.0000
10075,810.0000
10077,812.0000
10079,812.0000
10081,816.0000
10083,812.0000
10085,810.0000
10087,810.0000
10089,812.0000
10091,816.0000
10093,816.0000
10095,810.0000
10097,810.0000
10099,1166.0000
10101,1242.0000
10103,812.0000
10105,812.0000
10107,810.0000
10109,810.0000
10111,810.0000
10113,810.0000
10115,816.0000
10117,816.0000
10119,1190.0000
10121,1216.0000
10123,806.0000
10125,810.0000
10127,812.0000
10129,812.0000
10131,812.0000
10133,810.0000
10135,810.0000
10137,812.0000
10139,812.0000
10141,1246.0000
10143,812.0000
10145,810.0000
10147,810.0000
10149,810.0000
10151,810.0000
10153,812.0000
10155,812.0000
10157,810.0000
10159,806.0000
10161,1216.0000
10163,1156.0000
10165,816.0000
10167,816.0000
10169,816.0000
10171,810.0000
10173,810.0000
10175,810.0000
10177,812.0000
10179,816.0000
10181,812.0000
10183,810.0000
10185,806.0000
10187,810.0000
10189,810.0000
10191,928.0000
10193,1242.0000
10195,836.0000
10197,810.0000
10199,810.0000
10201,812.0000
10203,816.0000
10205,812.0000
10207,810.0000
10209,810.0000
10211,810.0000
10213,1236.0000
10215,842.0000
10217,812.0000
10219,816.0000
10221,812.0000
10223,812.0000
10225,812.0000
10227,812.0000
10229,812.0000
10231,816.0000
10233,1238.0000
10235,1236.0000
10237,806.0000
10239,812.0000
10241,812.0000
10243,812.0000
10245,810.0000
10247,810.0000
10249,806.0000
10251,806.0000
10253,882.0000
10255,1246.0000
10257,836.0000
10259,810.0000
10261,810.0000
10263,810.0000
10265,812.0000
10267,820.0000
10269,816.0000
10271,810.0000
10273,806.0000
10275,806.0000
10277,812.0000
10279,812.0000
10281,812.0000
10283,836.0000
10285,1236.0000
10287,826.0000
10289,812.0000
10291,816.0000
10293,822.0000
10295,810.0000
10297,810.0000
10299,812.0000
10301,810.0000
10303,816.0000
10305,1246.0000
10307,846.0000
10309,810.0000
10311,810.0000
10313,810.0000
10315,812.0000
10317,816.0000
10319,812.0000
10321,812.0000
10323,810.0000
10325,904.0000
10327,1238.0000
10329,838.0000
10331,816.0000
10333,812.0000
10335,812.0000
10337,812.0000
10339,820.0000
10341,816.0000
10343,816.0000
10345,984.0000
10347,1236.0000
